"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-annotations:2.9.0),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-annotations/pom.xml,"Core annotations used for value types, used by Jackson data binding package.","",2c84710178bf2aa3302b526e6d01286e,1ef050f2a8b27be34031b10c2e3e068767851e8d,pkg:maven/com.fasterxml.jackson.core/jackson-annotations@2.9.0,cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.0:*:*:*:*:*:*:*,CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-12384,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.9.1 might allow attackers to have a variety of impacts by leveraging failure to block the logback-core class from polymorphic deserialization. Depending on the classpath content, remote code execution may be possible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-12814,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x through 2.9.9. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has JDOM 1.x or 2.x jar in the classpath, an attacker can send a specifically crafted JSON message that allows them to read arbitrary local files on the server.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-14379,CWE-915 Improperly Controlled Modification of Dynamically-Determined Object Attributes,"SubTypeValidator.java in FasterXML jackson-databind before 2.9.9.2 mishandles default typing when ehcache is used (because of net.sf.ehcache.transaction.manager.DefaultTransactionManagerLookup), leading to remote code execution.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-14439,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x before 2.9.9.2. This occurs when Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the logback jar in the classpath.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-14540,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariConfig.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-14892,CWE-502 Deserialization of Untrusted Data,"A flaw was discovered in jackson-databind in versions before 2.9.10, 2.8.11.5 and 2.6.7.3, where it would permit polymorphic deserialization of a malicious object using commons-configuration 1 and 2 JNDI classes. An attacker could use this flaw to execute arbitrary code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-14893,CWE-502 Deserialization of Untrusted Data,"A flaw was discovered in FasterXML jackson-databind in all versions before 2.9.10 and 2.10.0, where it would permit polymorphic deserialization of malicious objects using the xalan JNDI gadget when used in conjunction with polymorphic type handling methods such as `enableDefaultTyping()` or when @JsonTypeInfo is using `Id.CLASS` or `Id.MINIMAL_CLASS` or in any other way which ObjectMapper.readValue might instantiate objects from unsafe sources. An attacker could use this flaw to execute arbitrary code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-16335,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariDataSource. This is a different vulnerability than CVE-2019-14540.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-16942,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the commons-dbcp (1.4) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of org.apache.commons.dbcp.datasources.SharedPoolDataSource and org.apache.commons.dbcp.datasources.PerUserPoolDataSource mishandling.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-16943,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the p6spy (3.8.6) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of com.p6spy.engine.spy.P6DataSource mishandling.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-17267,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to net.sf.ehcache.hibernate.EhcacheJtaTransactionManagerLookup.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
